episode,total_reward,length,ammo,ammo_delta,health,hitcount,hitcount_delta,damage_taken,damage_taken_delta,total_timesteps
441,-909.850143,29,0,0,0,0,0,0,0,43224
442,-779.30983,37,0,0,0,0,0,0,0,43256
443,-908.02066,49,0,0,0,0,0,0,0,43272
444,-775.151169,43,0,0,0,0,0,0,0,43368
445,-802.183487,37,0,0,0,0,0,0,0,43456
446,-806.406433,37,0,0,0,0,0,0,0,43512
447,-891.607986,76,0,0,0,0,0,0,0,43648
448,-785.952209,40,0,0,0,0,0,0,0,43688
449,-965.969666,59,0,0,0,0,0,0,0,43728
450,-589.515091,40,0,0,0,0,0,0,0,44008
451,-1155.553757,72,0,0,0,0,0,0,0,44032
452,-991.510117,76,0,0,0,0,0,0,0,44120
453,-823.281067,57,0,0,0,0,0,0,0,44184
454,-1031.605835,71,0,0,0,0,0,0,0,44216
455,-785.866699,37,0,0,0,0,0,0,0,44328
456,-1418.509491,154,0,0,0,0,0,0,0,44456
457,-876.789825,49,0,0,0,0,0,0,0,44512
458,-1013.07933,49,0,0,0,0,0,0,0,44576
459,-505.778931,42,0,0,0,0,0,0,0,44664
460,-1163.095505,89,0,0,0,0,0,0,0,44720
461,-1278.707489,181,0,0,0,0,0,0,0,44720
462,-776.060013,40,0,0,0,0,0,0,0,44776
463,-809.104279,37,0,0,0,0,0,0,0,44808
464,-1027.137177,36,0,0,0,0,0,0,0,44864
465,-551.497467,37,0,0,0,0,0,0,0,44960
466,-618.635712,37,0,0,0,0,0,0,0,45016
467,-1010.5784,36,0,0,0,0,0,0,0,45096
468,-774.605515,32,0,0,0,0,0,0,0,45120
469,-1032.130219,52,0,0,0,0,0,0,0,45136
470,-917.185791,67,0,0,0,0,0,0,0,45312
471,-680.585236,32,0,0,0,0,0,0,0,45376
472,-913.028183,51,0,0,0,0,0,0,0,45504
473,-966.357834,79,0,0,0,0,0,0,0,45648
474,-822.708176,42,0,0,0,0,0,0,0,45840
475,-872.239212,110,0,0,0,0,0,0,0,45840
476,-986.259155,65,0,0,0,0,0,0,0,45896
477,-1132.088028,37,0,0,0,0,0,0,0,45944
478,-509.501862,37,0,0,0,0,0,0,0,46136
479,-2795.331864,525,0,0,0,0,0,0,0,46136
480,-799.393188,43,0,0,0,0,0,0,0,46184
481,-629.834198,44,0,0,0,0,0,0,0,46248
482,-760.533936,43,0,0,0,0,0,0,0,46288
483,-1584.748337,160,0,0,0,0,0,0,0,46416
484,-577.066772,44,0,0,0,0,0,0,0,46488
485,-609.715088,40,0,0,0,0,0,0,0,46504
486,-987.639038,43,0,0,0,0,0,0,0,46592
487,-574.562698,46,0,0,0,0,0,0,0,46784
488,-525.158676,37,0,0,0,0,0,0,0,46800
489,-950.363998,76,0,0,0,0,0,0,0,46896
490,-887.161346,49,0,0,0,0,0,0,0,47176
491,-940.763824,75,0,0,0,0,0,0,0,47192
492,-1097.831085,80,0,0,0,0,0,0,0,47440
493,-804.366119,37,0,0,0,0,0,0,0,47472
494,-664.180252,43,0,0,0,0,0,0,0,47536
495,-730.63237,135,0,0,0,0,0,0,0,47568
496,-932.507919,36,0,0,0,0,0,0,0,47728
497,-666.771378,33,0,0,0,0,0,0,0,47736
498,-1154.913025,120,0,0,0,0,0,0,0,47856
499,-491.76947,37,0,0,0,0,0,0,0,47864
500,-963.288986,47,0,0,0,0,0,0,0,47912
501,-1669.132187,327,0,0,0,0,0,0,0,47928
