episode,total_reward,length,xscroll,coins,lives,score,time_left,total_timesteps
1230,1700.0,5442,0,34,0,740,0,1846304
1231,935.0,2810,175,18,0,370,392,1847072
1232,1900.0,5195,0,38,0,780,0,1849096
1233,963.0,856,1315,14,0,300,394,1850432
1234,88.4,591,192,1,0,20,392,1851800
1235,990.6,2919,203,19,0,390,394,1852504
1236,1069.4,5256,597,19,0,420,382,1852544
1237,384.2,668,1671,1,0,30,384,1854440
1238,1266.8,2857,584,23,0,480,382,1855856
1239,315.2,579,1326,1,0,30,393,1857176
1240,215.8,732,579,2,0,50,382,1857656
1241,189.4,716,197,3,0,70,394,1858232
1242,1471.2,4561,2356,20,0,610,145,1859488
1243,1162.0,882,1310,18,0,430,395,1861496
1244,397.6,618,738,5,0,120,371,1862600
1245,139.6,526,198,2,0,60,394,1865704
1246,864.6,1086,1323,12,0,250,395,1868176
1247,112.4,512,562,0,0,0,379,1869800
1248,313.4,1291,1317,1,0,70,390,1872928
1249,135.6,596,178,2,0,60,392,1872944
1250,1313.0,2881,1315,21,0,450,395,1873480
1251,1088.4,2863,192,21,0,440,394,1880080
1252,829.6,951,1398,11,0,240,390,1880552
1253,266.6,943,583,3,0,110,384,1881024
1254,1623.4,2971,2867,21,0,430,0,1882000
1255,361.6,615,1308,2,0,50,397,1885000
1256,214.2,498,571,2,0,40,384,1885984
1257,364.4,4462,1322,2,0,90,394,1891552
1258,1012.8,2996,1314,15,0,350,397,1896896
1259,463.2,1548,1316,4,0,150,393,1897384
1260,1328.8,1859,1394,21,0,450,390,1900856
1261,267.4,636,587,3,0,80,381,1901984
1262,1279.0,1477,1395,20,0,420,394,1903368
1263,1027.6,781,1388,15,0,300,393,1903632
1264,1261.4,2953,557,23,0,480,380,1904648
1265,314.8,686,574,4,0,100,381,1906344
1266,2100.0,7560,0,42,0,890,0,1906784
1267,2271.2,5473,2856,34,0,720,0,1913584
1268,2673.8,5401,2869,42,0,890,0,1923760
1269,313.6,2878,568,4,0,110,377,1926392
1270,1154.6,3147,1023,19,0,390,362,1927160
1271,1221.8,3037,609,22,0,480,383,1927928
1272,315.2,628,1326,1,0,40,395,1928784
1273,912.8,2862,1314,13,0,280,393,1929680
1274,139.0,425,195,2,0,40,394,1929792
1275,415.0,3238,825,5,0,150,0,1932248
1276,317.8,725,839,3,0,70,346,1934584
1277,1163.2,1044,1316,18,0,400,395,1938144
1278,1621.4,3082,2857,21,0,440,0,1938240
1279,1014.4,791,1322,15,0,340,392,1938576
1280,1213.2,1145,1316,19,0,390,395,1943744
1281,1670.8,5141,2604,23,0,500,23,1945776
1282,1372.2,937,2611,17,0,340,328,1946072
1283,1278.2,2746,1391,20,0,400,393,1949896
1284,267.0,906,585,3,0,70,380,1950992
1285,364.8,3079,824,4,0,110,364,1951792
1286,186.0,2778,180,3,0,90,392,1960368
1287,963.0,2991,1315,14,0,310,396,1962168
1288,237.6,424,188,4,0,80,392,1965560
1289,1060.8,2127,54,21,0,1495,394,1968808
1290,1150.0,2903,0,23,0,490,0,1969000
1291,1670.8,2870,2854,22,0,470,0,1969032
1292,2100.0,5343,0,42,0,900,0,1972424
1293,1064.4,2852,1322,16,0,350,392,1972712
1294,308.4,1050,1042,2,0,70,355,1977400
1295,1522.6,1615,2613,20,0,430,254,1978480
1296,1421.0,810,2605,18,0,370,358,1979192
1297,184.4,476,172,3,0,60,388,1983000
1298,412.8,954,1314,3,0,150,397,1985032
1299,1150.0,2808,0,23,0,490,0,1991272
1300,714.2,1038,1321,9,0,200,396,1991304
1301,750.0,5157,0,15,0,330,0,1992248
1302,1100.0,3074,0,22,0,460,0,1993624
1303,301.4,2923,1007,2,0,50,369,1995808
1304,1164.2,673,2571,13,0,270,358,1997632
1305,626.2,1292,2381,3,0,160,297,2001608
1306,1137.8,5183,189,22,0,460,393,2001832
1307,138.4,543,192,2,0,40,393,2001976
1308,1052.2,3129,1011,17,0,360,338,2003512
1309,363.6,1143,1318,2,0,60,396,2004952
1310,252.4,737,1012,1,0,30,354,2007872
1311,367.4,1044,587,5,0,120,378,2009960
1312,185.6,489,178,3,0,60,393,2011784
1313,412.6,731,1313,3,0,90,392,2015808
1314,1118.4,3072,592,20,0,430,382,2015880
1315,2372.0,3479,2610,37,0,750,292,2021456
1316,365.2,773,826,4,0,90,348,2021992
1317,1311.6,1333,1308,21,0,460,397,2022448
1318,1212.2,2842,1311,19,0,410,394,2024568
1319,418.4,2875,842,5,0,120,0,2026512
1320,414.8,5198,824,5,0,140,0,2026616
1321,312.4,935,562,4,0,120,378,2029472
1322,1464.6,3125,1323,24,0,500,394,2029952
1323,362.8,935,1314,2,0,70,395,2032048
1324,1262.2,1303,1311,20,0,400,393,2037040
1325,1313.4,1102,1317,21,0,440,395,2038288
1326,365.0,2993,575,5,0,140,383,2039824
1327,313.8,545,569,4,0,90,388,2041400
1328,413.2,692,1316,3,0,120,394,2043824
1329,281.4,596,1407,0,0,20,394,2046168
1330,1050.0,2827,0,21,0,440,0,2052568
1331,1326.8,1168,1384,21,0,470,393,2053168
1332,1569.6,2836,2848,20,0,420,0,2054736
1333,1114.0,1092,1320,17,0,400,395,2054904
1334,238.8,450,194,4,0,80,393,2056168
1335,462.0,1047,1310,4,0,90,394,2061544
1336,730.6,915,1903,7,0,180,339,2063488
1337,2311.8,5134,1309,41,0,870,397,2063520
1338,1088.2,3046,191,21,0,430,393,2064192
1339,2521.2,5376,2856,39,0,800,0,2064464
1340,2000.0,5230,0,40,0,850,0,2068352
1341,914.4,755,1322,13,0,280,397,2069560
1342,1064.6,2862,573,19,0,400,379,2077800
1343,1217.0,2898,585,22,0,450,383,2077920
1344,1013.0,2863,1315,15,0,310,396,2084448
1345,368.4,2858,842,4,0,120,0,2086352
1346,1728.4,2661,2642,24,0,530,253,2090848
1347,1263.0,1703,1315,20,0,420,397,2091424
1348,2417.8,3575,2589,38,0,780,285,2096952
1349,1622.2,1006,2611,22,0,460,316,2098896
1350,312.4,2749,812,3,0,90,0,2099912
1351,1162.0,1407,1310,18,0,380,396,2102680
1352,1361.8,5189,809,24,0,540,0,2105976
1353,311.4,2896,807,3,0,90,0,2107616
1354,2571.4,5518,2607,41,0,840,356,2108336
1355,676.2,1528,2631,3,0,110,229,2109176
1356,213.6,521,568,2,0,40,376,2111784
1357,1263.2,1041,1316,20,0,410,393,2114304
1358,313.0,916,565,4,0,100,378,2116504
1359,462.8,593,1314,4,0,110,395,2121248
1360,1308.8,2870,1544,20,0,460,390,2121856
1361,1212.8,2863,1314,19,0,390,396,2122816
1362,2050.0,5497,0,41,0,880,0,2130328
1363,1140.8,2769,204,22,0,450,394,2130488
1364,1262.8,1347,1314,20,0,410,396,2132024
1365,1313.2,2844,1316,21,0,460,397,2134536
1366,1013.6,2879,1318,15,0,350,395,2137336
1367,1377.8,2440,1389,22,0,440,392,2141376
1368,1403.4,1238,1517,22,0,450,387,2141928
1369,1319.2,1134,2596,16,0,320,306,2143608
1370,1431.4,2079,1907,21,0,490,381,2147120
1371,2221.6,5787,2608,34,0,740,307,2148976
1372,1262.8,1372,1314,20,0,410,396,2152352
1373,311.6,3175,558,4,0,140,378,2155728
1374,210.2,878,551,2,0,70,375,2156000
1375,340.8,801,704,4,0,110,377,2158760
1376,1264.8,1691,1324,20,0,400,395,2160648
1377,1152.4,3080,762,20,0,1815,211,2161976
1378,1313.4,2858,1317,21,0,450,395,2164792
1379,2473.6,5249,2868,38,0,830,0,2164808
1380,212.0,2748,810,1,0,60,0,2165592
1381,462.4,855,1312,4,0,130,360,2165600
1382,1429.2,1488,1896,21,0,460,380,2167904
1383,187.8,377,189,3,0,60,392,2168616
1384,1431.4,1104,1407,23,0,500,394,2173640
1385,1312.8,1058,1314,21,0,500,397,2176368
1386,362.8,639,1314,2,0,100,396,2181480
1387,1279.0,2863,1395,20,0,410,394,2183552
1388,1576.0,3013,2880,20,0,410,0,2186080
1389,1312.8,2845,1314,21,0,430,396,2187552
1390,1313.0,2854,1315,21,0,470,396,2188424
1391,362.4,848,1312,2,0,60,348,2194336
1392,1466.8,1043,1834,22,0,460,382,2194424
1393,724.6,1402,2623,4,0,230,263,2194768
1394,1528.8,3066,1644,24,0,530,386,2198168
1395,2327.0,5314,2885,35,0,740,0,2198240
1396,454.8,905,1024,5,0,130,355,2202008
1397,1167.6,3186,1838,16,0,400,384,2206968
1398,1331.6,1709,1408,21,0,470,391,2208008
1399,964.4,2831,1322,14,0,340,396,2211072
1400,361.8,5316,809,4,0,150,0,2211144
1401,1312.2,1045,1311,21,0,440,392,2215328
1402,1264.0,2846,1320,20,0,450,395,2217192
1403,408.0,806,1040,4,0,100,356,2217520
1404,311.2,2786,806,3,0,90,0,2220456
1405,1669.4,2879,2847,22,0,470,0,2221272
1406,404.8,890,1024,4,0,110,353,2222448
1407,262.0,650,810,2,0,50,353,2222720
1408,270.4,710,1352,0,0,10,390,2222872
1409,1213.6,2857,1318,19,0,410,395,2224864
1410,240.2,723,201,4,0,110,394,2226240
1411,361.6,553,1308,2,0,50,396,2227296
1412,1363.2,904,1316,22,0,460,395,2228504
1413,1262.0,2854,1310,20,0,440,393,2230840
1414,1113.0,754,1315,17,0,380,397,2233328
1415,1062.8,2835,1314,16,0,330,396,2233824
1416,238.0,864,190,4,0,90,393,2240240
1417,1263.2,1096,1316,20,0,420,394,2242592
1418,1283.8,2837,1419,20,0,420,394,2245144
1419,1113.2,743,1316,17,0,360,395,2246184
1420,1722.0,2997,2860,23,0,500,0,2246696
1421,1276.6,2871,1383,20,0,420,390,2247832
1422,1212.2,2845,1311,19,0,390,397,2249000
1423,367.0,568,585,5,0,100,384,2249688
1424,1365.4,2869,1327,22,0,470,394,2251456
1425,138.2,580,191,2,0,50,393,2252472
1426,1013.2,2834,1316,15,0,310,396,2253512
1427,1180.2,954,1901,16,0,360,379,2254328
1428,1272.8,1058,2614,15,0,320,346,2254648
1429,1235.0,786,1675,18,0,390,386,2255288
1430,1066.4,701,1332,16,0,330,393,2255296
1431,363.4,557,1317,2,0,70,396,2255912
1432,1115.4,800,1327,17,0,380,395,2258872
1433,287.8,646,189,5,0,110,393,2259496
1434,1362.8,897,1314,22,0,450,395,2261824
1435,1211.4,764,1307,19,0,390,397,2264984
1436,261.4,2879,807,2,0,80,0,2265624
1437,1214.4,2840,1322,19,0,410,395,2278632
1438,313.8,2969,569,4,0,100,384,2279040
1439,1476.4,3264,2632,19,0,440,340,2279624
1440,1061.6,2829,1308,16,0,360,397,2282128
1441,1271.6,3490,2358,16,0,390,324,2283216
1442,912.8,714,1314,13,0,280,396,2285336
1443,357.0,3115,785,4,0,120,369,2286744
1444,1327.8,2850,1389,21,0,430,392,2287784
1445,1413.8,2914,1319,23,0,490,397,2288936
1446,312.6,676,1313,1,0,20,397,2292152
1447,1672.0,1377,2610,23,0,500,343,2303168
1448,1272.8,3158,2864,14,0,320,0,2303896
1449,1263.2,3116,1816,18,0,420,379,2303968
1450,1062.0,2858,1560,15,0,320,392,2304992
1451,1313.0,2831,1315,21,0,470,397,2307984
1452,1412.4,3369,1312,23,0,550,397,2310168
1453,963.0,2849,1315,14,0,290,394,2310576
1454,1281.6,866,1908,18,0,380,381,2310824
1455,1263.0,3128,1315,20,0,430,397,2313960
1456,1371.0,1165,2605,17,0,350,342,2317304
1457,1430.8,1037,1654,22,0,480,381,2318464
1458,1214.4,2853,1322,19,0,390,396,2325992
1459,1313.0,2853,1315,21,0,450,396,2333648
1460,1521.6,1084,2608,20,0,440,326,2334664
1461,133.0,383,165,2,0,40,391,2336712
1462,1201.8,2991,759,21,0,2075,263,2337888
1463,852.0,4293,260,16,0,1395,0,2338312
1464,1262.4,2844,1312,20,0,420,397,2340056
1465,1402.0,2928,1510,22,0,490,388,2341888
1466,413.0,942,1315,3,0,90,397,2342200
1467,290.8,626,204,5,0,120,395,2342896
1468,1013.0,670,1315,15,0,310,396,2343672
1469,1312.8,959,1314,21,0,430,396,2350568
1470,480.6,5009,1403,4,0,120,18,2350648
1471,1273.8,1608,2369,16,0,350,229,2354752
1472,1622.2,6472,2361,23,0,560,192,2356768
1473,1326.2,3674,2381,17,0,410,260,2366104
1474,1012.4,2831,1312,15,0,330,397,2366320
1475,913.2,3630,1316,13,0,290,396,2369096
1476,508.2,839,1041,6,0,160,357,2372816
1477,1671.8,990,2609,23,0,460,339,2374240
1478,1271.4,3081,2607,15,0,360,355,2375296
1479,1162.8,783,1314,18,0,370,397,2375360
1480,311.2,2927,806,3,0,110,0,2378168
1481,402.2,980,1011,4,0,100,317,2380656
1482,1214.0,3845,1320,19,0,420,397,2381328
1483,1265.0,852,1325,20,0,410,392,2382176
1484,1622.6,3262,2613,22,0,460,335,2382864
1485,912.8,841,1314,13,0,270,396,2384896
1486,1623.4,5468,2867,21,0,480,0,2385944
1487,190.4,653,202,3,0,70,394,2387400
1488,1365.0,873,1325,22,0,480,394,2389848
1489,1212.8,1301,1314,19,0,380,397,2391736
1490,1264.2,2872,1321,20,0,410,393,2397216
1491,863.4,775,1317,12,0,250,396,2397936
1492,1262.4,1405,1312,20,0,410,396,2398640
1493,1381.4,1630,1657,21,0,430,383,2398984
1494,217.4,511,587,2,0,40,383,2402728
1495,1229.2,3618,1646,18,0,420,383,2413840
1496,410.2,5168,801,5,0,150,0,2416640
1497,1480.8,2982,1654,23,0,480,385,2421072
1498,1064.8,2866,1324,16,0,340,396,2421912
1499,1369.8,759,2599,17,0,370,344,2422712
1500,410.0,5368,800,5,0,170,0,2423600
1501,1173.8,3383,2869,12,0,290,0,2425000
1502,1265.2,2846,1326,20,0,420,395,2425496
1503,362.0,830,1310,2,0,50,397,2429352
1504,1364.4,782,1322,22,0,460,397,2431256
1505,1676.6,5525,2883,22,0,520,0,2434048
1506,913.4,2851,1317,13,0,300,396,2436648
1507,1714.2,1636,2571,24,0,530,285,2442440
1508,1478.6,2928,1893,22,0,490,380,2444496
1509,1013.0,2883,1315,15,0,310,393,2444976
1510,862.8,2842,1314,12,0,270,395,2448232
1511,1113.2,3107,1316,17,0,390,394,2448456
1512,1011.6,2875,1308,15,0,330,397,2457048
1513,1668.6,1584,2593,23,0,500,324,2457168
1514,1572.6,3175,2863,20,0,460,0,2462048
1515,1263.0,882,1315,20,0,420,396,2464104
1516,460.2,3074,801,6,0,190,368,2467032
1517,1062.8,664,1314,16,0,340,397,2469416
1518,312.2,5125,811,3,0,140,0,2472256
1519,237.4,771,187,4,0,100,393,2475584
1520,309.8,785,799,3,0,100,357,2478536
1521,812.8,2843,1314,11,0,250,395,2479912
1522,1060.4,667,1552,15,0,320,390,2480920
1523,1326.6,5206,2883,15,0,370,0,2486624
1524,1264.4,728,1322,20,0,430,394,2486744
1525,1164.8,5254,1324,18,0,410,395,2490264
1526,1364.8,2921,1324,22,0,450,396,2490400
1527,2514.4,5285,2822,39,0,810,0,2490736
1528,1263.4,849,1317,20,0,410,397,2497192
1529,1481.0,1001,1405,24,0,500,391,2498744
1530,1163.6,3013,1318,18,0,370,393,2504016
1531,1473.0,5349,2865,18,0,420,0,2504840
1532,1314.8,1037,1324,21,0,430,394,2507040
1533,368.6,518,593,5,0,100,383,2508984
1534,965.2,2875,1326,14,0,310,395,2509624
1535,1475.0,3049,2875,18,0,380,0,2511136
1536,1213.6,1033,1318,19,0,390,395,2512280
1537,1617.8,1333,2589,22,0,470,283,2517704
1538,1477.4,1161,2387,20,0,450,328,2520424
1539,1261.6,5240,1308,20,0,460,397,2520456
1540,1012.4,3008,1312,15,0,330,395,2521256
1541,1313.0,4150,1315,21,0,510,393,2523464
1542,1313.0,834,1315,21,0,430,395,2527096
1543,1278.6,862,1393,20,0,410,394,2528152
1544,1182.0,2904,1660,17,0,370,387,2532216
1545,417.8,3201,839,5,0,160,0,2535232
1546,1263.0,2929,1315,20,0,460,396,2535712
1547,671.0,1214,2355,4,0,250,319,2537864
1548,1019.2,3087,1346,15,0,360,385,2542400
1549,242.0,912,710,2,0,70,375,2542528
1550,1264.2,2835,1321,20,0,430,396,2543136
1551,1378.8,2934,1894,20,0,440,381,2546936
1552,362.8,1089,1314,2,0,80,396,2551240
1553,1481.0,3104,1905,22,0,510,372,2551928
1554,1411.0,2962,2805,17,0,370,0,2555912
1555,1263.4,2877,1317,20,0,430,397,2558728
1556,1015.2,2845,1326,15,0,320,395,2560624
1557,1312.8,885,1314,21,0,440,395,2562992
1558,410.0,1487,800,5,0,130,355,2563136
1559,340.0,556,700,4,0,90,373,2563176
1560,1412.6,2912,1313,23,0,500,397,2565696
1561,579.2,3115,1396,6,0,180,347,2568056
1562,1480.4,2943,1902,22,0,500,377,2570480
1563,1570.8,923,2604,21,0,450,341,2573080
1564,311.2,655,806,3,0,70,355,2573296
1565,1134.2,3032,1671,16,0,350,386,2576184
1566,1362.4,2837,1312,22,0,460,396,2583320
1567,912.8,2864,1314,13,0,270,397,2586088
1568,1120.0,2914,1850,15,0,350,382,2586304
1569,1664.6,3146,2823,22,0,470,0,2588304
1570,1211.6,733,1308,19,0,390,397,2589184
1571,1105.4,2931,1027,18,0,380,370,2593928
1572,1113.4,2833,1317,17,0,360,397,2595744
1573,311.4,735,807,3,0,70,366,2599808
1574,418.6,2985,843,5,0,120,0,2600064
1575,402.2,1017,1011,4,0,100,350,2603880
1576,1013.8,1987,1319,15,0,300,397,2605080
1577,862.0,756,1560,11,0,240,391,2606112
1578,1280.2,2840,1401,20,0,410,394,2608808
1579,1363.6,2988,1318,22,0,470,394,2610208
1580,924.8,812,1624,12,0,250,379,2610376
1581,1264.6,2847,1323,20,0,420,396,2611080
1582,1275.6,5218,2878,14,0,330,0,2615040
1583,1465.4,1167,1827,22,0,490,376,2615448
1584,1674.2,1045,2621,23,0,520,325,2617168
1585,1364.0,908,1320,22,0,460,396,2622712
1586,922.8,2867,1364,13,0,270,390,2628016
1587,1264.0,767,1320,20,0,400,396,2628848
1588,1264.8,2842,1324,20,0,460,397,2632944
1589,1212.0,889,1310,19,0,400,397,2635960
1590,1061.6,2843,1308,16,0,350,397,2637784
1591,1327.8,3603,2389,17,0,400,285,2639904
1592,1622.6,5231,2863,21,0,540,0,2641656
1593,312.8,792,1314,1,0,30,397,2644120
1594,363.0,639,1315,2,0,40,394,2646768
1595,1231.4,1300,1407,19,0,380,394,2650304
1596,1313.8,2824,1319,21,0,430,397,2650608
1597,1314.6,2858,1323,21,0,430,394,2655808
1598,1281.6,871,1658,19,0,410,383,2657272
1599,1134.6,5965,423,21,0,1345,0,2658096
1600,1412.8,5241,1314,23,0,510,397,2659096
1601,1361.6,3146,1308,22,0,550,397,2661128
1602,401.4,688,1007,4,0,90,366,2664600
1603,87.8,2769,189,1,0,60,393,2666272
1604,1212.4,1101,1312,19,0,390,394,2666904
1605,1215.4,2843,1327,19,0,410,395,2669512
1606,1113.4,745,1317,17,0,350,396,2670560
1607,911.6,2822,1308,13,0,290,397,2673184
1608,313.6,1156,1318,1,0,40,396,2675520
1609,1214.0,722,1320,19,0,390,397,2678960
1610,1425.2,3015,2876,17,0,370,0,2679928
1611,1481.0,2931,1655,23,0,500,377,2680720
1612,1212.0,2829,1310,19,0,390,397,2683760
1613,1332.0,1172,1660,20,0,470,381,2688336
1614,775.8,1145,2379,6,0,140,308,2689088
1615,1364.2,2897,1321,22,0,470,395,2690080
1616,182.4,449,162,3,0,70,392,2691928
1617,1258.2,2857,1541,19,0,420,390,2693416
1618,1571.4,3345,2357,22,0,490,333,2696272
1619,312.8,596,1314,1,0,40,397,2701040
1620,1214.8,2854,1324,19,0,400,395,2703552
1621,264.6,757,573,3,0,90,381,2707096
1622,1571.2,3157,2356,22,0,530,345,2709016
1623,1429.0,2940,1895,21,0,470,381,2712608
1624,1262.8,2834,1314,20,0,420,397,2712752
1625,1262.4,2831,1312,20,0,450,396,2714576
1626,1580.2,5345,1901,24,0,580,378,2718280
1627,1262.8,3112,1314,20,0,460,397,2718312
1628,265.4,579,577,3,0,80,385,2719208
1629,1312.4,827,1312,21,0,420,397,2719224
1630,1265.0,2841,1325,20,0,440,397,2726280
1631,1264.2,2864,1321,20,0,420,395,2730008
1632,1425.6,2942,1628,22,0,500,382,2732552
1633,1264.4,939,1822,18,0,390,372,2733792
1634,964.0,2930,1320,14,0,290,396,2736192
1635,1625.4,1253,2377,23,0,510,320,2740032
1636,678.0,1027,1640,7,0,320,382,2740768
1637,1062.8,2849,1314,16,0,350,393,2741104
1638,1262.8,2835,1314,20,0,420,396,2741888
1639,915.0,2838,1325,13,0,270,396,2741928
1640,1266.0,1036,1330,20,0,410,395,2742080
1641,1264.0,3064,1320,20,0,440,397,2742792
1642,415.0,616,1325,3,0,80,394,2745696
1643,319.2,555,596,4,0,80,384,2746520
1644,1013.2,743,1316,15,0,330,397,2747872
1645,238.2,730,191,4,0,90,393,2751536
1646,1313.0,942,1315,21,0,430,397,2759072
1647,1513.8,2948,1819,23,0,560,376,2759776
1648,318.4,3006,842,3,0,110,0,2764080
1649,1263.2,2843,1316,20,0,410,395,2764632
1650,1215.0,2848,1325,19,0,400,394,2769304
1651,1264.6,2837,1323,20,0,440,396,2770568
1652,1363.8,904,1319,22,0,440,393,2771312
1653,1579.0,3598,1895,24,0,660,376,2771576
1654,1313.4,898,1317,21,0,440,394,2771816
1655,913.8,765,1319,13,0,280,396,2775424
1656,1112.2,774,1311,17,0,360,396,2776760
1657,1568.6,904,2593,21,0,440,332,2779048
1658,1617.8,5217,2839,21,0,480,0,2782840
1659,1481.0,3057,1905,22,0,520,359,2783528
1660,1473.4,2994,2867,18,0,380,0,2783728
1661,1265.4,834,1327,20,0,400,394,2789512
1662,1332.8,823,1414,21,0,430,394,2790112
1663,1266.2,2852,1331,20,0,450,394,2794128
1664,1417.4,1430,1337,23,0,630,391,2795168
1665,1015.8,701,1329,15,0,320,390,2795720
1666,1366.2,2854,1331,22,0,450,394,2798256
1667,137.2,384,186,2,0,40,393,2798792
1668,1475.6,2922,1628,23,0,480,384,2800136
1669,1424.4,871,1872,21,0,510,379,2801096
1670,1313.4,830,1317,21,0,420,396,2804896
1671,1078.2,3249,1391,16,0,340,394,2805040
1672,1481.4,1181,1657,23,0,480,387,2808240
1673,461.8,609,1309,4,0,100,397,2809768
1674,1372.0,866,1610,21,0,440,383,2811968
1675,1432.0,2889,1410,23,0,490,391,2812624
1676,750.0,5151,0,15,0,320,0,2812784
1677,1013.2,693,1316,15,0,320,396,2815312
1678,1363.0,1171,1315,22,0,490,396,2817608
1679,1214.2,2835,1321,19,0,420,396,2817848
1680,1437.0,1033,2685,18,0,380,325,2821048
1681,1313.4,2904,1317,21,0,440,397,2824328
1682,2065.0,3641,1325,36,0,750,394,2829264
1683,1431.2,936,1656,22,0,450,384,2831816
1684,1313.4,2887,1317,21,0,460,397,2835064
1685,1314.0,3079,1320,21,0,440,394,2837256
1686,1278.2,2865,1391,20,0,440,391,2838232
1687,1668.0,968,2590,23,0,480,344,2839560
1688,1265.0,2835,1325,20,0,420,395,2840288
1689,1213.4,2861,1317,19,0,400,395,2840736
1690,1379.8,2902,1649,21,0,440,384,2844264
1691,1371.2,834,1606,21,0,430,378,2844904
1692,1362.4,2877,1562,21,0,470,389,2852280
1693,363.6,530,1318,2,0,60,396,2856520
1694,1420.6,3054,2853,17,0,360,0,2859496
1695,1331.0,2961,1905,19,0,420,385,2860944
1696,1313.4,2839,1317,21,0,450,397,2862272
1697,1284.2,2858,1421,20,0,420,393,2863152
1698,1381.0,3102,1655,21,0,450,388,2865552
1699,1113.0,2834,1315,17,0,370,397,2867576
1700,1262.2,789,1311,20,0,420,397,2868584
1701,912.8,735,1314,13,0,260,394,2869032
1702,1739.2,3392,2696,24,0,510,302,2871400
1703,978.0,900,1390,14,0,290,394,2872752
1704,1262.8,2855,1314,20,0,430,397,2879360
1705,1416.4,2927,1832,21,0,520,384,2882912
1706,1256.8,3038,1784,18,0,430,376,2885248
1707,512.8,904,1314,5,0,220,395,2886592
1708,1363.0,892,1315,22,0,440,396,2890048
1709,1314.8,2844,1324,21,0,470,396,2891336
1710,1364.2,2995,1321,22,0,450,395,2891536
1711,1211.8,3204,1309,19,0,520,397,2894664
1712,1428.0,2914,1640,22,0,470,383,2894712
1713,1081.8,2848,1409,16,0,370,393,2895536
1714,1263.0,870,1315,20,0,420,396,2898296
1715,1113.2,756,1316,17,0,340,394,2900760
1716,1028.4,2843,1392,15,0,320,394,2907992
1717,1261.8,2829,1309,20,0,430,397,2909224
1718,1012.0,2831,1310,15,0,320,396,2912696
1719,1768.2,3024,2841,24,0,490,0,2915728
1720,1265.4,858,1327,20,0,400,396,2916088
1721,1313.0,2897,1315,21,0,440,397,2917840
1722,1567.0,3051,2835,20,0,470,0,2919944
1723,1077.4,3035,1887,14,0,330,352,2922576
1724,1262.2,2886,1311,20,0,470,397,2923848
1725,1263.0,2913,1315,20,0,440,392,2931296
1726,512.8,704,1314,5,0,150,393,2936928
1727,1212.8,2835,1314,19,0,410,397,2938408
1728,1013.8,2834,1319,15,0,310,397,2938760
1729,1014.8,689,1324,15,0,330,396,2942440
1730,1262.8,2835,1314,20,0,420,397,2942624
1731,2317.6,3384,2588,36,0,740,329,2944912
1732,1432.2,980,1661,22,0,460,384,2946248
1733,1363.6,2958,1318,22,0,470,393,2947512
1734,1264.8,1104,1324,20,0,450,395,2947592
1735,1461.6,3372,1308,24,0,680,395,2949552
1736,1420.4,836,2602,18,0,380,348,2952936
1737,1664.2,5208,2821,22,0,510,0,2954360
1738,463.0,748,1315,4,0,100,397,2955536
1739,1212.8,2855,1314,19,0,400,395,2965280
1740,1131.2,3053,1656,16,0,350,385,2967048
1741,1213.0,2850,1315,19,0,410,396,2970312
1742,1111.6,631,1308,17,0,340,397,2970328
1743,964.0,2847,1320,14,0,290,395,2970368
1744,1381.2,765,1906,20,0,450,377,2976432
1745,1263.0,3013,1315,20,0,430,397,2977040
1746,1114.6,2909,1323,17,0,350,397,2977632
1747,1363.6,1063,1318,22,0,450,397,2978872
1748,1717.0,3185,2835,23,0,500,0,2981016
1749,1667.8,5199,2839,22,0,470,0,2986504
1750,1671.6,795,2608,23,0,460,347,2987376
1751,1276.6,2849,1383,20,0,450,394,2993120
1752,1626.0,1448,2380,23,0,610,328,2998088
1753,1421.4,2917,1607,22,0,470,380,3000968
1754,1329.8,2927,1649,20,0,420,380,3002288
1755,1511.8,5269,1559,24,0,550,391,3009200
1756,1223.4,4031,367,23,0,2145,372,3009288
1757,1364.0,2884,1320,22,0,480,396,3010448
1758,317.8,468,589,4,0,80,384,3013032
1759,1262.0,2996,1310,20,0,440,397,3017088
1760,1568.4,5219,2842,20,0,490,0,3018184
1761,1378.4,2899,1392,22,0,490,393,3021280
1762,1381.4,2914,1657,21,0,430,385,3024280
1763,1313.6,2871,1318,21,0,430,392,3025256
1764,1422.4,1495,1612,22,0,470,373,3033240
1765,1264.4,1156,1322,20,0,400,397,3033528
1766,1480.8,2935,1904,22,0,480,380,3033928
1767,1312.8,2891,1314,21,0,480,396,3036160
1768,1278.6,2965,1643,19,0,450,385,3040808
1769,1278.6,2987,1643,19,0,470,386,3042080
1770,1281.0,2921,1405,20,0,410,394,3048624
1771,2113.0,5263,1315,37,0,770,396,3051304
1772,1436.0,2875,1680,22,0,460,388,3056528
1773,1313.8,2848,1319,21,0,450,397,3056712
1774,1071.2,696,1606,15,0,320,382,3056872
1775,1082.0,3200,1410,16,0,560,393,3058840
1776,1362.8,2930,1314,22,0,470,397,3059600
1777,1160.8,2857,1554,17,0,370,392,3063664
1778,1483.8,2947,1669,23,0,490,387,3065656
1779,1331.0,902,1905,19,0,430,373,3066056
1780,1311.8,2878,1309,21,0,440,397,3071648
1781,1385.2,2858,1426,22,0,450,395,3079576
1782,1163.4,2900,1317,18,0,380,396,3079728
1783,1178.4,2900,1642,17,0,390,384,3080072
